LICENSE_NUMBER,LICENSE_TYPE,SUB_DESCRIPTION,BUSINESS_NAME,BUSINESS_ADDRESS,EXPIRY_DATE
14 275064 03 1J,Eating Establishment,Restaurant Take-Out,PIZZA ITALIA,1443 MAIN ST E  HAMILTON ON,19/10/2018
14 276602 03 1J,Eating Establishment,Restaurant Take-Out,PIZZA NOVA,1405 UPPER JAMES ST  HAMILTON ON,07/02/2019
16 125564 03 1J,Eating Establishment,Restaurant Take-Out,PIZZA PIZZA,50 DUNDURN ST S  HAMILTON ON L8P 4W3,27/02/2019
14 278476 03 1J,Eating Establishment,Restaurant,PIZZA PIZZA,1296 KING ST E  HAMILTON ON L8M 1G8,13/11/2018
15 125609 03 1J,Eating Establishment,Restaurant Take-Out,PIZZA PIZZA,85 KING ST E  HAMILTON ON L8N 1A9,27/08/2018
14 242275 02 1J,Eating Establishment,Restaurant,PIZZA PIZZA,129 QUEENSTON RD  HAMILTON ON,15/02/2018
14 171793 03 1J,Eating Establishment,Restaurant,PIZZA PIZZA #169,255 DUNDAS ST E  FLAMBOROUGH ON L0R 2H1,01/11/2018
17 292066 00 1J,Eating Establishment,Restaurant Take-Out,PIZZA STUDIO,1275 BARTON ST E BLDG  L HAMILTON ON L8H 2V4,08/05/2018
17 292864 00 1J,Eating Establishment,Restaurant,PK Main Inc. o/a POPEYES LOUISIANA KITCHEN,1711 MAIN ST W BLDG B HAMILTON ON L8S 1G5,27/09/2018
15 288254 02 1J,Eating Establishment,Lunch Counter,POKEH,35 YORK BLVD  HAMILTON ON,12/11/2018
17 292473 00 1J,Eating Establishment,Restaurant Take-Out,POKEHBAR INC,522 CONCESSION ST  HAMILTON ON,15/06/2018
16 291574 01 1J,Eating Establishment,Restaurant,PRAYOSHA CORPORATION O/A  SUBWAY,1775 STONE CHURCH RD E BLDG 1 STONEY CREEK ON,10/11/2018
14 277318 03 1J,Eating Establishment,Restaurant,PRIME ENTERPRISES INC O/A WENDY'S RESTAURANT,244 UPPER CENTENNIAL PKWY  STONEY CREEK ON,16/09/2018
14 102326 03 1J,Eating Establishment,Restaurant,PRIME ENTERPRISES INC.,967 RYMAL RD E  HAMILTON ON L8W 3M2,06/04/2018
17 293253 00 1J,Eating Establishment,Restaurant,PRO GANESHA KIAN INC O/A SUBWAY,830 UPPER JAMES ST  HAMILTON ON L9C 3A4,29/11/2018
14 286799 03 1J,Eating Establishment,Restaurant,PUB FICTION INC,1242 GARNER RD W  ANCASTER ON,18/09/2018
14 287088 03 1J,Eating Establishment,Restaurant Take-Out,PURAVIDA NATURAL PRODUCTS,193 OTTAWA ST N  HAMILTON ON L8H 3Z4,05/01/2019
15 287628 02 1J,Eating Establishment,Restaurant with Liquor Service,PYRAMIDS CAFE INC.,557 MAIN ST E  HAMILTON ON,08/10/2018
14 286912 03 1J,Eating Establishment,Restaurant with Liquor Service,QUALITY PIZZA AND WINGS,2372 BARTON ST E  HAMILTON ON L8R 2W7,17/12/2018
14 171796 03 1J,Eating Establishment,Restaurant,QUARRY RESTAURANT,567 HWY 5 W  FLAMBOROUGH ON,15/11/2018
14 279870 03 1J,Eating Establishment,Restaurant with Liquor Service,QUATREFOIL RESTAURANT,16 SYDENHAM ST  DUNDAS ON,05/05/2018
16 291580 01 1J,Eating Establishment,Restaurant with Liquor Service,QUEEN GEORGE HOSPITALITY INC O/A BIG TOBACCO-MODERN NORFOLK CUISINE,109 GEORGE ST  HAMILTON ON,22/11/2018
16 291147 01 1J,Eating Establishment,Restaurant Take-Out,QUEENS PIZZA & WINGS,838 KING ST E  HAMILTON ON L8M 1B4,01/12/2018
13 238486 03 1J,Eating Establishment,Restaurant Take-Out,QUEEN'S PIZZA & WINGS,178 QUEEN ST S  HAMILTON ON L8P 3S7,17/07/2018
13 153377 03 1J,Eating Establishment,Restaurant,QUEEN'S SUBS,54 QUEEN ST S  HAMILTON ON L8P 3R5,20/12/2018
13 282024 03 1J,Eating Establishment,Lunch Counter,QUEENSTON FISH & CHIPS,350 QUEENSTON RD  HAMILTON ON,03/08/2018
14 286089 02 1J,Eating Establishment,Restaurant,RAINBOWS END COMMUNITY DEVELOPMENT CORPORATION O/A COLOUR'S CAFE,100 WEST 5TH ST  HAMILTON ON,02/03/2018
14 282615 03 1J,Eating Establishment,Restaurant,RAPSCALLION RESTAURANT INC. O/A RAPSCALLION,61 YOUNG ST  HAMILTON ON,14/05/2018
15 125222 03 1J,Eating Establishment,Restaurant with Liquor Service,RAY'S PLACE,303 DUNDURN ST S  HAMILTON ON L8P 4L4,03/10/2018
14 284417 03 1J,Eating Establishment,Restaurant with Liquor Service,RCW DOCUMENTATION INC O/A ARTWORD ARTBAR,15 COLBOURNE ST  HAMILTON ON,24/05/2018
14 283196 03 1J,Eating Establishment,Restaurant with Liquor Service,REBELO P.G.E. GROUP INC O/A SWISS CHALET,151 YORK BLVD  HAMILTON ON,16/10/2018
15 282458 03 1J,Eating Establishment,Restaurant,RED CROW COFFEE INC,211 JAMES ST S  HAMILTON ON,19/01/2019
14 286479 03 1J,Eating Establishment,Restaurant with Liquor Service,RED HIL HOSPITALITY GROUP INC O/A MILESTONES BAR & GRILL,787 PARAMOUNT DR BLDG B STONEY CREEK ON,23/10/2018
16 125651 02 1J,Eating Establishment,Restaurant Take-Out,RED ROCKETS,1405 UPPER OTTAWA ST  HAMILTON ON L8W 3J6,19/03/2018
14 284884 03 1J,Eating Establishment,Restaurant Take-Out,REDBERRY FRANCHISING CORP O/A BURGER KING,2 KING ST W  HAMILTON ON,13/09/2018
17 291852 00 1J,Eating Establishment,Restaurant with Liquor Service,REDCHURCH CAFE GALLERY LTD,66 KING ST E  HAMILTON ON,11/05/2018
17 291919 00 1J,Eating Establishment,Restaurant Take-Out,REDEEMER UNIVERSITY COLLEGE O/A TIM HORTONS,777 GARNER RD E  ANCASTER ON,16/02/2018
17 292391 00 1J,Eating Establishment,Restaurant Take-Out,REGINA'S PIZZA AND GRILL,48 LECKIE AVE  STONEY CREEK ON L8J 2S7,24/07/2018
14 279183 03 1J,Eating Establishment,Restaurant Take-Out,RIGHT WINGERS,1850 MAIN ST W  HAMILTON ON L8S 4P7,12/01/2019
14 283266 03 1J,Eating Establishment,Restaurant with Liquor Service,ROCK CHAPEL GOLF CENTRE INC. O/A ROCK CHAPEL GOLF CENTRE,167 HWY 5 W  FLAMBOROUGH ON,25/07/2018
17 292404 00 1J,Eating Establishment,Restaurant with Liquor Service,ROJ GROUP INC O/A REAL BURGER,94 DUNDAS ST E  FLAMBOROUGH ON,14/06/2018
13 279236 03 1J,Eating Establishment,Restaurant,ROLLY ROCKET'S BBQ,470 KING ST W  HAMILTON ON L8S 1B7,22/12/2018
14 170412 03 1J,Eating Establishment,Restaurant,ROMA BAKERY,233 BARTON ST  STONEY CREEK ON,06/07/2018
17 292760 00 1J,Eating Establishment,Restaurant Take-Out,ROMANA PIZZA - WINGS INC.,910 QUEENSTON RD  STONEY CREEK ON L8G 1B5,22/09/2018
14 283426 03 1J,Eating Establishment,Restaurant with Liquor Service,ROMANO'S FINE DINING INC.,1275 RYMAL RD E  HAMILTON ON,09/10/2018
16 290854 01 1J,Eating Establishment,Restaurant,RONY'S ROTISSERIE,312 GRAYS RD  HAMILTON ON L8E 1V5,22/06/2018
14 280845 02 1J,Eating Establishment,Restaurant with Liquor Service,ROSEDALE SPORTSBAR & EATERY,876 LAWRENCE RD  HAMILTON ON,19/04/2018
15 178842 02 1J,Eating Establishment,Restaurant with Liquor Service,ROSS & MAUE GOLF LTD O/A OAK GABLES GOLF CLUB,1505 WILSON ST W  ANCASTER ON,30/04/2018
14 177444 03 1J,Eating Establishment,Restaurant with Liquor Service,ROUSSEAU HOUSE RESTAURANT,375 WILSON ST E  ANCASTER ON,11/09/2018
14 144540 03 1J,Eating Establishment,Lunch Counter,ROWAT'S NICHE INC.  O/A TCBY,1059 KING ST W  HAMILTON ON L8S 1L8,08/06/2018
16 290929 01 1J,Eating Establishment,Restaurant with Liquor Service,ROYAL BOTANICAL GARDENS,1185 YORK BLVD  HAMILTON ON,19/09/2018
14 222216 03 1J,Eating Establishment,Restaurant Take-Out,ROYAL PIZZA & WINGS,826 QUEENSTON RD  STONEY CREEK ON L8G 4A8,20/08/2018
15 290336 02 1J,Eating Establishment,Restaurant with Liquor Service,ROYAL TENACITY INC O/A SYMPOSIUM CAFE,1146 WILSON ST W  ANCASTER ON L9G 3K9,03/12/2018
16 290584 01 1J,Eating Establishment,Restaurant with Liquor Service,RSON DINNER INC O/A THE BOMBAY GRILL,1070 STONE CHURCH RD E  HAMILTON ON L8W 3K8,12/02/2018
16 291717 00 1J,Eating Establishment,Restaurant with Liquor Service,Rust City Brewery,27 KING WILLIAM ST  HAMILTON ON,14/02/2018
14 286344 03 1J,Eating Establishment,Restaurant,RYAN SGRO ENTERPRISES INC O/A MCDONALD'S,90 DUNDAS ST E  FLAMBOROUGH ON,26/06/2018
14 286345 02 1J,Eating Establishment,Restaurant,RYAN SGRO ENTERPRISES INC O/A MCDONALD'S,115 HAMILTON ST N  FLAMBOROUGH ON L8B 1A8,05/02/2018
13 282319 03 1J,Eating Establishment,Restaurant,RYKIT MANAGEMENT LTD O/A TIM HORTONS,1317 BARTON ST E UNIT 4 HAMILTON ON L8H 2V4,06/06/2018
15 286166 02 1J,Eating Establishment,Restaurant,S&S GALLOWAY INVESTMENTS INC. O/A TIM HORTONS,897 UPPER WELLINGTON ST  HAMILTON ON,25/03/2018
14 286268 03 1J,Eating Establishment,Restaurant,SADHANA LOGISTIC INC. O/A SUBWAY,905 RYMAL RD E  HAMILTON ON L8W 3M2,30/05/2018
14 203113 03 1J,Eating Establishment,Restaurant,SADIMA INC. O/A SWISS CHALET,1317 UPPER JAMES ST  HAMILTON ON,20/06/2018
17 292021 00 1J,Eating Establishment,Restaurant Take-Out,SAENG-SHIK ENTERPRISES INC O/A BINBURGER,2666 REGIONAL ROAD 56  GLANBROOK ON L0R 1C0,02/06/2018
14 283319 03 1J,Eating Establishment,Restaurant with Liquor Service,SAIGON ASIAN RESTAURANT,1024 KING ST W  HAMILTON ON L8S 1L5,30/10/2018
14 246583 03 1J,Eating Establishment,Restaurant Take-Out,SAIGON SOUL FOOD,152 JAMES ST S  HAMILTON ON,10/12/2018
15 288067 02 1J,Eating Establishment,Restaurant,SAINT JAMES ESPRESSO BAR & EATERY INC,174 JAMES ST N  HAMILTON ON,23/10/2018
15 288299 02 1J,Eating Establishment,Restaurant,SALCOR CONSTRUCTION LTD. O/A CC SWIRLS,826 QUEENSTON RD  STONEY CREEK ON L8G 4A8,09/12/2018
15 287826 02 1J,Eating Establishment,Restaurant Take-Out,SALL SWEETS,214 BARTON ST  STONEY CREEK ON,16/07/2018
14 286932 02 1J,Eating Establishment,Restaurant,SALT LICK,282 JAMES ST N  HAMILTON ON L8R 2L3,24/02/2018
15 283914 02 1J,Eating Establishment,Restaurant Take-Out,SANA GRILL,969 FENNELL AVE E  HAMILTON ON L8T 1R1,07/03/2018
14 282466 03 1J,Eating Establishment,Restaurant,SARAH KODA INC. O/A PITA PIT,649 UPPER JAMES ST  HAMILTON ON L9C 2Y9,26/09/2018
17 293358 00 1J,Eating Establishment,Restaurant Take-Out,SATYANARAYAN INC O/A SUBWAY,5 6TH CON RD E  FLAMBOROUGH ON,24/11/2018
17 293376 00 1J,Eating Establishment,Restaurant,Sayan Restaurants Canada Inc. o/a KENTUCKY FRIED CHICKEN #1434,12 CLAPPISON AVE BLDG F FLAMBOROUGH ON,18/01/2019
16 291044 01 1J,Eating Establishment,Restaurant with Liquor Service,SCHLEGEL VILLAGES INC O/A THE RUBY,1620 UPPER WENTWORTH ST  HAMILTON ON,07/11/2018
15 179289 03 1J,Eating Establishment,Restaurant,SCOUT CAFE,100 KING ST W  STONEY CREEK ON L8G 1J1,12/05/2018
13 278521 03 1J,Eating Establishment,Restaurant,SEMMY'S PLACE O/A SAMMY'S PLACE,2 CAMERON DR  ANCASTER ON,16/06/2018
14 278969 03 1J,Eating Establishment,Restaurant Take-Out,SERWATUK ENTERPRISES INC O/A LITTLE CEASARS RESTAURANT,674 KING ST E  HAMILTON ON L8N 1A3,03/11/2018
15 287201 02 1J,Eating Establishment,Restaurant,SHADY GROVE LUKAYA CAFE,592 UPPER WELLINGTON ST  HAMILTON ON,21/04/2018
15 125065 03 1J,Eating Establishment,Restaurant with Liquor Service,SHAKESPEARE'S STEAK & SEAFOOD HOUSE,181 MAIN ST E  HAMILTON ON,19/04/2018
15 278199 02 1J,Eating Establishment,Restaurant,SHARROS PROPERTIES LTD O/A TIM HORTONS,145 HAMILTON ST N  FLAMBOROUGH ON,26/04/2018
16 291423 01 1J,Eating Establishment,Restaurant,SHAWARMA CLUB,1031 KING ST W  HAMILTON ON L8S 1L6,20/09/2018
14 178118 03 1J,Eating Establishment,Restaurant,SIR CORP O/A JACKS ASTOR'S BAR & GRILL,839 GOLF LINKS RD  ANCASTER ON,29/06/2018
15 275487 02 1J,Eating Establishment,Restaurant,SIR CORP O/A JACKS ASTOR'S BAR & GRILL,75 CENTENNIAL PKWY N  HAMILTON ON L8E 2P2,22/03/2018
14 146869 03 1J,Eating Establishment,Restaurant with Liquor Service,SKARRATT PROMOTIONS INC,13 HESS ST S  HAMILTON ON,21/07/2018
14 276998 03 1J,Eating Establishment,Restaurant,SKYWAY FOODS CORP O/A HARVEYS RESTAURANT,480 FENNELL AVE E  HAMILTON ON L8V 1T1,24/07/2018
14 278413 03 1J,Eating Establishment,Restaurant,SKYWAY FOODS CORP O/A HARVEY'S RESTAURANT,1317 UPPER JAMES ST  HAMILTON ON,17/10/2018
16 291519 01 1J,Eating Establishment,Restaurant Take-Out,SLURP RAMEN,35 YORK BLVD  HAMILTON ON,28/10/2018
16 291546 00 1J,Eating Establishment,Restaurant,SOMALI RESTAURANT,90 WELLINGTON ST N  HAMILTON ON,04/07/2018
17 292901 00 1J,Eating Establishment,Restaurant,SOMALIAN RESTAURANT,90 WELLINGTON ST N  HAMILTON ON,04/10/2018
14 282643 03 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,631 KING ST W  HAMILTON ON L8S 1C4,17/12/2018
14 282642 03 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,716 MAIN ST E  HAMILTON ON,09/10/2018
14 282644 03 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,133 HWY 8  STONEY CREEK ON,01/10/2018
14 282638 03 1J,Eating Establishment,Restaurant Take-Out,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,307 CANNON ST E  HAMILTON ON,10/08/2018
14 284458 03 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,580 MOHAWK RD W  HAMILTON ON,17/05/2018
14 282640 03 1J,Eating Establishment,Restaurant Take-Out,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,1222 BARTON ST E  HAMILTON ON L8H 2V3,07/05/2018
14 282639 02 1J,Eating Establishment,Restaurant Take-Out,SOUL RESTAURANTS CANADA INC O/A KENTUCKY FRIED CHICKEN,45 PARKDALE AVE N  HAMILTON ON,15/04/2018
16 291141 01 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC O/A KFC,829 PARAMOUNT DR BLDG F STONEY CREEK ON,30/09/2018
14 284330 03 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC O/A KFC,1428 UPPER JAMES ST  HAMILTON ON,02/07/2018
14 284447 03 1J,Eating Establishment,Restaurant,SOUL RESTAURANTS CANADA INC. O/A KFC,809 UPPER GAGE AVE  HAMILTON ON L8V 4K5,26/06/2018
14 279969 03 1J,Eating Establishment,Restaurant Take-Out,SOUTH PACIFIC RESTAURANT INC.,469 FENNELL AVE E  HAMILTON ON L8V 1S8,03/07/2018
15 125055 03 1J,Eating Establishment,Restaurant,SOUTH SEA RESTAURANT (HAMILTON) INC,282 OTTAWA ST N  HAMILTON ON,18/06/2018
15 287430 02 1J,Eating Establishment,Restaurant with Liquor Service,SOUTHCOTE 53 TAP & GRILL,534 GARNER RD E  ANCASTER ON,15/04/2018
14 280663 03 1J,Eating Establishment,Restaurant Take-Out,SPEEDY SUBS,560 CONCESSION ST  HAMILTON ON,10/11/2018
14 279202 03 1J,Eating Establishment,Restaurant,SPRING SUSHI JAPANESE RESTAURANT,1508 UPPER JAMES ST  HAMILTON ON B0K 1S0,08/01/2019
14 170414 03 1J,Eating Establishment,Restaurant with Liquor Service,SPUR'S RESTAURANT & TAVERN LTD.,188 BARTON ST  STONEY CREEK ON,06/09/2018
16 125399 02 1J,Eating Establishment,Lunch Counter,ST JOSEPH'S COMMUNITY HEALTH CENTRE,2757 KING ST E  HAMILTON ON,21/02/2018
14 170906 03 1J,Eating Establishment,Restaurant,ST. JOSEPH'S VILLA,56 GOVERNORS RD  DUNDAS ON,21/06/2018
14 179790 03 1J,Eating Establishment,Restaurant,STARBUCKS #4279,737 GOLF LINKS RD  ANCASTER ON,16/08/2018
13 282872 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC,1341 MAIN ST W  HAMILTON ON L8S 1C6,17/06/2018
14 282808 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,46 KING ST W  DUNDAS ON,18/01/2019
17 292398 00 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,151 YORK BLVD  HAMILTON ON,12/10/2018
13 255889 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,369 HWY 8  STONEY CREEK ON,04/10/2018
14 277380 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,1100 WILSON ST W  ANCASTER ON,03/09/2018
17 292394 00 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,15/06/2018
14 276823 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE,158 LOCKE ST S  HAMILTON ON,14/05/2018
14 277695 02 1J,Eating Establishment,Restaurant Take-Out,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE # 4980,1783 STONE CHURCH RD E BLDG 3 STONEY CREEK ON,11/03/2018
15 278131 02 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC O/A STARBUCKS COFFEE #4979,6 CLAPPISON AVE  FLAMBOROUGH ON,15/04/2018
14 286975 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE CANADA INC. O/A STARBUCKS COFFEE #23048,220 WILSON ST E  ANCASTER ON,11/12/2018
14 132041 03 1J,Eating Establishment,Restaurant,STARBUCKS COFFEE COMPANY,1508 UPPER JAMES ST  HAMILTON ON B0K 1S0,15/02/2019
17 292028 00 1J,Eating Establishment,Restaurant Take-Out,STEEL CITY ICE CREAM INC.,837 FENNELL AVE E  HAMILTON ON,08/05/2018
14 282526 03 1J,Eating Establishment,Restaurant,STEELTOWN DONUTS LIMITED O/A TIM HORTONS,510 CENTENNIAL PKWY N  HAMILTON ON,10/10/2018
16 125219 02 1J,Eating Establishment,Restaurant,STEELTOWN DONUTS LTD O/A  TIM HORTONS,418 SHERMAN AVE N  HAMILTON ON,02/04/2018
13 283730 03 1J,Eating Establishment,Restaurant,STEVES OPEN KITCHEN,149 JAMES ST S  HAMILTON ON,07/05/2018
14 281215 03 1J,Eating Establishment,Restaurant,STONEROADS BAR & GRILL INC.,533 CONCESSION ST  HAMILTON ON,24/08/2018
14 282473 03 1J,Eating Establishment,Restaurant,SUBCAT RESTAURANTS LTD O/A CORA BREAKFAST AND LUNCH,1400 UPPER JAMES ST  HAMILTON ON,27/07/2018
13 283194 03 1J,Eating Establishment,Restaurant,SUBWAY,1000 UPPER GAGE AVE  HAMILTON ON L8V 4K9,13/05/2018
14 145857 03 1J,Eating Establishment,Restaurant,SUBWAY SANDWICH,847 BARTON ST E  HAMILTON ON,02/01/2019
14 281441 03 1J,Eating Establishment,Lunch Counter,SUBWAY SANDWICHES,122 MARTINDALE CRES  ANCASTER ON,16/10/2018
15 125356 03 1J,Eating Establishment,Restaurant,SUBWAY SANDWICHES,651 UPPER JAMES ST BLDG B1 HAMILTON ON,13/06/2018
16 125656 02 1J,Eating Establishment,Restaurant Take-Out,SUBWAY SANDWICHES,999 UPPER WENTWORTH ST  HAMILTON ON L9A 4X5,27/02/2018
14 241345 03 1J,Eating Establishment,Restaurant,SUBWAY SANDWICHES & SALADS,301 FRUITLAND RD  STONEY CREEK ON L8E 5M1,29/11/2018
16 125392 02 1J,Eating Establishment,Restaurant,SUBWAY SANDWICHES & SALADS,1333 MAIN ST W  HAMILTON ON L8S 1C6,09/02/2018
14 284648 03 1J,Eating Establishment,Restaurant with Liquor Service,SUNDAY SQUARED CORPORATION O/A MUCHO BURRITO FRESH MEXICAN GRILL,516 CENTENNIAL PKWY N  HAMILTON ON,11/09/2018
15 287970 02 1J,Eating Establishment,Restaurant,SUPER PIZZA & WINGS INC.,1531 BARTON ST E  HAMILTON ON L8H 2X5,22/02/2019
15 279524 02 1J,Eating Establishment,Restaurant Take-Out,SUPER TORINO'S 2 FOR 1 PIZZA & WINGS,521 HWY 8  STONEY CREEK ON L8G 1G4,25/03/2018
14 283418 03 1J,Eating Establishment,Restaurant Take-Out,SUSHI BAR FORTINO'S STORE #91,21 UPPER CENTENNIAL PKWY  STONEY CREEK ON L8J 3W2,12/10/2018
14 286356 03 1J,Eating Establishment,Restaurant Take-Out,SUSHI ONE,65 MALL RD  HAMILTON ON L8V 5B8,13/06/2018
13 241775 03 1J,Eating Establishment,Restaurant,SWAMINARAYAN ENTERPRISES INC O/A SUBWAY ,910 QUEENSTON RD  STONEY CREEK ON L8G 1B5,14/06/2018
17 291911 00 1J,Eating Establishment,Restaurant,SWEET & SAVOURY GOURMET FOOD & CANDY O/A CANDI WERX,554 CONCESSION ST  HAMILTON ON,27/06/2018
15 279603 02 1J,Eating Establishment,Restaurant with Liquor Service,SYMPOSIUM CAFE,2247 RYMAL RD  STONEY CREEK ON,21/04/2018
13 282148 03 1J,Eating Establishment,Restaurant Take-Out,T & P DEVELOPMENTS LTD. O/A TONYS CORNER,314 QUEENSTON RD UNIT F HAMILTON ON L8K 1H5,07/11/2018
17 292178 00 1J,Eating Establishment,Restaurant,TACO BELL,744 QUEENSTON RD  HAMILTON ON,17/01/2019
17 292176 00 1J,Eating Establishment,Restaurant with Liquor Service,TACO BELL,677 UPPER JAMES ST  HAMILTON ON,29/08/2018
17 292177 00 1J,Eating Establishment,Restaurant,TACO BELL,1550 UPPER JAMES ST  HAMILTON ON L9B 1K3,08/06/2018
14 285059 03 1J,Eating Establishment,Restaurant with Liquor Service,TAPS TAVERN& EATERY LTD O/A TAPS BAR & GRILL,128 PARKDALE AVE N  HAMILTON ON L8H 5X2,01/10/2018
14 185438 03 1J,Eating Establishment,Restaurant,TARTAN TOORIE,969 FENNELL AVE E  HAMILTON ON L8T 1R1,18/07/2018
14 286970 02 1J,Eating Establishment,Restaurant Take-Out,TASTE OF POLAND INC. O/A TASTE OF POLAND,1145 KING ST E  HAMILTON ON,17/02/2018
15 287436 02 1J,Eating Establishment,Restaurant,TASTE OF THE CARIBBEAN RESTAURANT & BAR,208 KENILWORTH AVE N  HAMILTON ON,24/07/2018
17 291944 00 1J,Eating Establishment,Restaurant Take-Out,Tasty Pizza,1119 FENNELL AVE E  HAMILTON ON L8T 1S2,21/02/2018
14 284120 03 1J,Eating Establishment,Restaurant,TAYLOR'S TEA ROOM,11 KING ST W  DUNDAS ON,21/06/2018
15 287701 02 1J,Eating Establishment,Restaurant,TDL GROUP CORP O/A TIM HORTONS,8 KING ST E  STONEY CREEK ON,26/06/2018
17 292902 00 1J,Eating Establishment,Restaurant,TEA AT THE WHITE HOUSE,35 MAIN ST N  FLAMBOROUGH ON,20/10/2018
17 292163 00 1J,Eating Establishment,Restaurant with Liquor Service,THAI TAMARIND,1654 WILSON ST W  ANCASTER ON,13/06/2018
17 292636 00 1J,Eating Establishment,Restaurant with Liquor Service,THAI WATERDOWN,283 DUNDAS ST E  FLAMBOROUGH ON,24/07/2018
14 286193 03 1J,Eating Establishment,Restaurant,THE ABERDEEN RESTAURANT INC. O/A ABERDEEN TAVERN,432 ABERDEEN AVE  HAMILTON ON L8P 2S2,08/05/2018
15 125003 03 1J,Eating Establishment,Restaurant with Liquor Service,THE BAR ON LOCKE,178 LOCKE ST S  HAMILTON ON L8R 4B3,02/10/2018
17 292047 00 1J,Eating Establishment,Restaurant with Liquor Service,The Beverly,252 LOCKE ST S  HAMILTON ON L8R 4B9,29/03/2018
13 279150 03 1J,Eating Establishment,Restaurant,THE BRAIN,199 JAMES ST N  HAMILTON ON,28/06/2018
15 287593 02 1J,Eating Establishment,Restaurant,THE BURGER'S PRIEST,1591 UPPER JAMES ST  HAMILTON ON,06/07/2018
14 285010 03 1J,Eating Establishment,Restaurant,THE BURNT TONGUE INC,10 CANNON ST E  HAMILTON ON,12/09/2018
16 290726 01 1J,Eating Establishment,Restaurant,THE BURNT TONGUE ON LOCKE INC,182 LOCKE ST S  HAMILTON ON L8R 4B3,31/05/2018
17 291986 00 1J,Eating Establishment,Restaurant with Liquor Service,THE CAPITOL BAR,973 KING ST E  HAMILTON ON,04/07/2018
17 293247 00 1J,Eating Establishment,Restaurant with Liquor Service,The Come By Chance,78 MELVIN AVE  HAMILTON ON,05/12/2018
14 172006 03 1J,Eating Establishment,Restaurant,THE COOKHOUSE BISTRO INC,787 OLD HWY 8  FLAMBOROUGH ON,23/08/2018
17 293346 00 1J,Eating Establishment,Restaurant with Liquor Service,The Diplomat Inc.,43 KING WILLIAM ST  HAMILTON ON L8W 4A9,01/12/2018
13 275858 03 1J,Eating Establishment,Restaurant,THE DRAGON COURT,988 KING ST W  HAMILTON ON L8S 1L1,07/05/2018
17 292349 00 1J,Eating Establishment,Restaurant,THE FIZZ SODAS & SANDWICHES,217 KING ST E  HAMILTON ON,07/07/2018
17 293384 00 1J,Eating Establishment,Restaurant Take-Out,THE FLYIN G'NOSH,35 YORK BLVD  HAMILTON ON,20/12/2018
16 291385 01 1J,Eating Establishment,Restaurant with Liquor Service,THE FRENCH  INC,37 KING WILLIAM ST  HAMILTON ON L8R 1A1,07/12/2018
16 291522 00 1J,Eating Establishment,Restaurant Take-Out,THE FRESH CHEF,3200 HOMESTEAD DR  GLANBROOK ON,11/04/2018
14 137997 03 1J,Eating Establishment,Restaurant,THE GATE OF INDIA RESTAURANT LIMITED O/A GATE OF INDIA,201 JAMES ST N  HAMILTON ON,16/11/2018
17 292154 00 1J,Eating Establishment,Restaurant Take-Out,THE GOOD LEAF COMPANY INC.,35 YORK BLVD  HAMILTON ON,03/04/2018
14 268064 03 1J,Eating Establishment,Restaurant,THE HAMILTON SPECTATOR,44 FRID ST  HAMILTON ON L8P 4M4,16/12/2018
15 125060 03 1J,Eating Establishment,Restaurant,THE HAMILTON YWCA O/A POOL SIDE CAFE,75 MACNAB ST S  HAMILTON ON,30/07/2018
17 293131 00 1J,Eating Establishment,Restaurant,THE HEARTY HOOLIGAN,292 OTTAWA ST N  HAMILTON ON,10/11/2018
16 291183 01 1J,Eating Establishment,Restaurant with Liquor Service,THE HEATHER RESTAURANT,357 BARTON ST E  HAMILTON ON,09/11/2018
